WebAsset,SourceID,EvidenceManifest,ProjectCopy,PlanningMapping,PlanningCoverage,ImplementationVerification,Decision
assets/reisen/norwegen-2018/berge-bei-flaam-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\travel-inline\norwegen-2018\P6300018.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/california-flaam-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\travel-inline\norwegen-2018\DSC_0074.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/gallery/p7050273.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\norwegen-2018\P7050273.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/gallery/p7050295.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\norwegen-2018\P7050295.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/gallery/p7050302.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\norwegen-2018\P7050302.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/gallery/p7060417.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\norwegen-2018\P7060417.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/gallery/p7100481.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\norwegen-2018\P7100481.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/gallery/p7100486.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\norwegen-2018\P7100486.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/kochen-am-zelt-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,reisebilder-originale\norwegen-2018\DSC_1504.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/lindesnes-fyr-magazin-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\travel-inline\norwegen-2018\P7160108.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/sabine-julie-am-wasser-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,review\selected-originals\travel-inline\norwegen-2018\P7150040.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/sabine-julie-bergsee-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,review\selected-originals\travel-inline\norwegen-2018\P7050284.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/norwegen-2018/trolltunga-ringedalsvatnet-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\travel-inline\norwegen-2018\P7050366.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/gallery/dsc-0268.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\sardinien-2019\DSC_0268.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/gallery/dsc-0273.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\sardinien-2019\DSC_0273.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/gallery/dsc-0279.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,review\selected-originals\sardinien-2019\DSC_0279.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/gallery/dsc-0280.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\sardinien-2019\DSC_0280.JPG,"ST-PHOTO-02,ST-PHOTO-06,ST-PHOTO-07",Covered,Blocked / explicit user decision required,Nr. 63: age/publication decision pending
assets/reisen/sardinien-2019/gallery/dsc-0291.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\sardinien-2019\DSC_0291.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/gallery/dsc-0307.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\sardinien-2019\DSC_0307.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/julie-felsen-meer-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,reisebilder-originale\sardinien-2019\DSC_0177_2.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/mountainbikes-am-meer-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\travel-inline\sardinien-2019\DSC_0279.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/rote-felskueste-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,reisebilder-originale\sardinien-2019\DSC_0012_3.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/reisen/sardinien-2019/sabine-pasta-natur.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\travel-inline\sardinien-2019\DSC_0298.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/california-camping-anonymisiert.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,reisebilder-originale\riverstar\sichtung-sabine\DSC_1514.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-01.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,review\selected-originals\kajak\p7020146.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-02.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,review\selected-originals\kajak\dsc-1546.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-03.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\img-4714.heic,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-04.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\DSC_0003.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-05.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\DSC_0028.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-07.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\DSC_0059.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-08.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\DSC_0250.JPG,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-09.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\DSC_0643.JPG,"ST-PHOTO-02,ST-PHOTO-06,ST-PHOTO-07",Covered,Blocked / explicit user decision required,Nr. 69: age/publication decision pending
assets/riverstar/gallery/kajak-10.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\IMG_4497.HEIC,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-11.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\IMG_4710.HEIC,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-12.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\IMG-20180531-WA0019.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-13.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\IMG-20180601-WA0007.jpeg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/gallery/kajak-14.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round3-2026-09-24/manifest.json,review\selected-originals\kajak\photos-1-001\P7020098.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/riverstar-am-ufer.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,reisebilder-originale\riverstar\sichtung-sabine\DSC_1545.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/riverstar-fjord-gespiegelt.png,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round1-2026-09-24/manifest.json,reisebilder-originale\kajak\P7020092.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/riverstar/riverstar-julie.jpg,"SRC-0510,SRC-0522",review/graded-previews/sitewide-second-pass-round2-2026-09-24/manifest.json,reisebilder-originale\riverstar\DSC_1547.jpg,"ST-PHOTO-02,ST-PHOTO-07",Covered,Existing private preview / motif verification and web release pending,No per-motif publication approval inferred
assets/bikes/sardinien-bikepause-editorial-v2.jpg,SRC-0522,tools/verify-sitewide-photo-reviews.py:19-25,See existing approved-image record,"ST-PHOTO-01,ST-PHOTO-07",Covered,Existing / Verify,Earlier approval does not itself prove current live release
assets/bikes/scott-tourenpause-2022-editorial-v2.webp,SRC-0522,tools/verify-sitewide-photo-reviews.py:19-25,See existing approved-image record,"ST-PHOTO-01,ST-PHOTO-07",Covered,Existing / Verify,Earlier approval does not itself prove current live release
assets/heroes/italien-2021-tropea-editorial-v2.jpg,SRC-0522,tools/verify-sitewide-photo-reviews.py:19-25,See existing approved-image record,"ST-PHOTO-01,ST-PHOTO-07",Covered,Existing / Verify,Earlier approval does not itself prove current live release
assets/reisen/italien-2021/alberobello-trulli-v11.jpg,SRC-0522,tools/verify-sitewide-photo-reviews.py:19-25,See existing approved-image record,"ST-PHOTO-01,ST-PHOTO-07",Covered,Existing / Verify,Earlier approval does not itself prove current live release
assets/reisen/sardinien-2019/bikepause-im-gruenen-editorial-v2.jpg,SRC-0522,tools/verify-sitewide-photo-reviews.py:19-25,See existing approved-image record,"ST-PHOTO-01,ST-PHOTO-07",Covered,Existing / Verify,Earlier approval does not itself prove current live release
assets/reisen/sardinien-2019/sardinien-kueste-editorial-v2.jpg,SRC-0522,tools/verify-sitewide-photo-reviews.py:19-25,See existing approved-image record,"ST-PHOTO-01,ST-PHOTO-07",Covered,Existing / Verify,Earlier approval does not itself prove current live release
